09-10-34-39-45-+10   (2018/01/27 S)  n°  141  |..X.. |1165324| |   m10=|...2.......X.X.X.|  (.1.1. | 1..11)|   m49=|.......xX|Xx........|..........|...xXx..xX|x...xXx...| 
11-21-27-32-36-+6    (2018/01/29 L)  n°  142  |X.... | 358898| |   m10=|...X...X.XX.X....|  (.111. | ..11.)|   m49=|.........|xXx.......|xXx...xXx.|.xXx.xXx..|..........| 
04-16-26-29-49-+1    (2018/01/31 M)  n°  143  |...X. |1735188| |   m10=|.X...X..XX......X|  (1.... | .12.1)|   m49=|..xXx....|.....xXx..|.....xXxxX|x.........|........xX| 
09-13-22-23-38-+4    (2018/02/03 S)  n°  144  |X.... | 444617| |   m10=|...XX..2....X....|  (.12.. | 1..1.)|   m49=|.......xX|x.xXx.....|.xXXx.....|.......xXx|..........| 
01-07-29-30-45-+7    (2018/02/05 L)  n°  145  |.X... |1113051| |   m10=|X.X......XX....X.|  (1..1. | 1.1.1)|   m49=|Xx...xXx.|..........|........xX|Xx........|....xXx...| 
13-17-33-44-48-+3    (2018/02/07 M)  n°  146  |...X. |1662442| |   m10=|....XX.....X..X.X|  (.1.11 | .1..1)|   m49=|.........|..xXx.xXx.|..........|..xXx.....|...xXx.xXx| 
02-19-31-40-42-+5    (2018/02/10 S)  n°  147  |.X... | 835864| |   m10=|X.....X...X..XX..|  (1..12 | .1...)|   m49=|xXx......|........xX|x.........|xXx......x|XxXx......| 
03-27-32-35-48-+9    (2018/02/12 L)  n°  148  |...X. |1585138| |   m10=|.X.......XXX....X|  (1..1. | ..111)|   m49=|.xXx.....|..........|......xXx.|.xXxxXx...|.......xXx| 
03-05-13-19-44-+4    (2018/02/14 M)  n°  149  |.X... | 965887| |   m10=|.2..X.X.......X..|  (11..1 | 11...)|   m49=|.xXxXx...|..xXx...xX|x.........|..........|...xXx....| 
14-22-38-48-49-+9    (2018/02/17 S)  n°  150  |...X. |1898663| |   m10=|....X..X....X...2|  (.11.. | ...12)|   m49=|.........|...xXx....|.xXx......|.......xXx|.......xXX| 
08-09-28-29-32-+2    (2018/02/19 L)  n°  151  |X.... | 193347| |   m10=|..XX.....2X......|  (...1. | 2.2..)|   m49=|......xXX|x.........|.......xXX|xxXx......|..........| 
02-12-16-28-41-+1    (2018/02/21 M)  n°  152  |X.... | 676070| |   m10=|X...XX...X...X...|  (11..1 | .11..)|   m49=|xXx......|.xXx.xXx..|.......xXx|..........|xXx.......| 
06-09-12-31-43-+3    (2018/02/24 S)  n°  153  |.X... | 878272| |   m10=|..XXX.....X...X..|  (.1.11 | 2....)|   m49=|....xXxxX|xxXx......|..........|xXx.......|..xXx.....| 
13-34-37-39-42-+3    (2018/02/26 L)  n°  154  |.X... | 830894| |   m10=|....X......XXXX..|  (.1.11 | ...2.)|   m49=|.........|..xXx.....|..........|...xXxxXxX|xxXx......| 
05-28-31-42-49-+7    (2018/02/28 M)  n°  155  |...X. |1817990| |   m10=|.X.......XX...X.X|  (...11 | 1.1.1)|   m49=|...xXx...|..........|.......xXx|xXx.......|.xXx....xX| 
02-03-04-08-31-+9    (2018/03/03 S)  n°  156  |X.... | 142545| |   m10=|X2X.......X......|  (3..1. | 1....)|   m49=|xXXXx.xXx|..........|..........|xXx.......|..........| 
17-25-38-41-44-+9    (2018/03/05 L)  n°  157  |.X... |1062051| |   m10=|.....X..X...XXX..|  (....2 | .111.)|   m49=|.........|......xXx.|....xXx...|.......xXx|xXxxXx....| 
06-13-18-36-37-+5    (2018/03/07 M)  n°  158  |X.... | 430104| |   m10=|..X.X.X.....2....|  (.1... | 11.2.)|   m49=|....xXx..|..xXx..xXx|..........|.....xXXx.|..........| 
05-18-21-23-47-+6    (2018/03/10 S)  n°  159  |..X.. |1379350| |   m10=|.X....X2.......X.|  (..2.. | 11..1)|   m49=|...xXx...|.......xXx|xXxXx.....|..........|......xXx.| 
07-10-13-27-38-+8    (2018/03/12 L)  n°  160  |X.... | 451110| |   m10=|..XXX....X..X....|  (.2... | 1.11.)|   m49=|.....xXxx|XxxXx.....|......xXx.|.......xXx|..........| 
03-04-13-36-46-+10   (2018/03/14 M)  n°  161  |..X.. |1274345| |   m10=|.2..X.......X..X.|  (21... | ...11)|   m49=|.xXXx....|..xXx.....|..........|.....xXx..|.....xXx..| 
13-30-36-43-48-+9    (2018/03/17 S)  n°  162  |...X. |1652833| |   m10=|....X.....X.X.X.X|  (.1.11 | ...11)|   m49=|.........|..xXx.....|.........x|Xx...xXx..|..xXx..xXx| 
15-20-24-27-46-+10   (2018/03/19 L)  n°  163  |..X.. |1238666| |   m10=|.....XX.XX.....X.|  (..2.. | .11.1)|   m49=|.........|....xXx..x|Xx.xXxxXx.|..........|.....xXx..| 
21-29-30-31-45-+2    (2018/03/21 M)  n°  164  |.X... |1117466| |   m10=|.......X.X2....X.|  (..12. | ..1.1)|   m49=|.........|..........|xXx.....xX|XXx.......|....xXx...| 
11-26-31-35-44-+9    (2018/03/24 S)  n°  165  |.X... |1013345| |   m10=|...X....X.XX..X..|  (.1.11 | ..11.)|   m49=|.........|xXx.......|.....xXx..|xXx.xXx...|...xXx....| 
04-10-17-27-37-+10   (2018/03/26 L)  n°  166  |X.... | 392542| |   m10=|.X.X.X...X..X....|  (11... | .111.)|   m49=|..xXx...x|Xx....xXx.|......xXx.|......xXx.|..........| 
05-15-39-43-45-+10   (2018/03/28 M)  n°  167  |..X.. |1206470| |   m10=|.X...X.......XXX.|  (....1 | 11.11)|   m49=|...xXx...|....xXx...|..........|........xX|x.xXxXx...| 
02-18-31-41-42-+8    (2018/03/31 S)  n°  168  |.X... | 844986| |   m10=|X.....X...X..XX..|  (1..12 | .1...)|   m49=|xXx......|.......xXx|..........|xXx.......|xXXx......| 
13-14-18-28-34-+2    (2018/04/02 L)  n°  169  |X.... | 255657| |   m10=|....2.X..X.X.....|  (.2.1. | .11..)|   m49=|.........|..xXXx.xXx|.......xXx|...xXx....|..........| 
19-22-36-40-45-+6    (2018/04/04 M)  n°  170  |..X.. |1175033| |   m10=|......XX....XX.X.|  (..1.1 | .1.11)|   m49=|.........|........xX|xxXx......|.....xXx.x|Xx..xXx...| 
07-10-26-34-45-+7    (2018/04/07 S)  n°  171  |.X... |1129271| |   m10=|..XX....X..X...X.|  (.1.1. | 1.1.1)|   m49=|.....xXxx|Xx........|.....xXx..|...xXx....|....xXx...| 
01-20-28-32-42-+6    (2018/04/09 L)  n°  172  |.X... | 783960| |   m10=|X.....X..XX...X..|  (1.111 | ..1..)|   m49=|Xx.......|.........x|Xx.....xXx|.xXx......|.xXx......| 
01-17-32-40-46-+8    (2018/04/11 M)  n°  173  |..X.. |1308626| |   m10=|X....X....X..X.X.|  (1..11 | .1..1)|   m49=|Xx.......|......xXx.|..........|.xXx.....x|Xx...xXx..| 
01-05-24-36-49-+7    (2018/04/14 S)  n°  174  |...X. |1766442| |   m10=|XX......X...X...X|  (1.1.. | 1..11)|   m49=|Xx.xXx...|..........|...xXx....|.....xXx..|........xX| 
06-16-21-25-26-+5    (2018/04/16 L)  n°  175  |X.... |  65007| |   m10=|..X..X.X2........|  (..1.. | 112..)|   m49=|....xXx..|.....xXx..|xXx.xXXx..|..........|..........| 
